company_name,company_website,ats,job_title,job_location,job_type,job_salary,job_description_short,job_contact_person,job_contact_email,job_url,source_raw,date
Polygon,https://polygon.technology/,Ashby,Institutional Marketing Manager,Remote,FullTime,,"ABOUT POLYGON LABS

Polygon Labs is a software development company building and developing a network of aggregated blockchains via the Agglayer, secured by Ethereum. As public infrastructure, the Agglayer will bring together user bases and liquidity for any connected chain, and leverage Ethereum as a settlement layer. Polygon Labs has also contributed to the core development of several widely-adopted scaling protocols and tools for launching blockchains, including Agglayer CDK, Polygon PoS & Kat",Chethan,,https://jobs.ashbyhq.com/polygon-labs/f5cb9bfe-bdb1-487c-96b7-5c7833ec2d69,https://api.ashbyhq.com/posting-api/job-board/polygon-labs?includeCompensation=true,2025-12-19
Polygon,https://polygon.technology/,Ashby,BD Payments Manager (US),USA - Remote,FullTime,,"ABOUT POLYGON LABS

Polygon Labs is a software development company building and developing a network of aggregated blockchains via the Agglayer, secured by Ethereum. As public infrastructure, the Agglayer will bring together user bases and liquidity for any connected chain, and leverage Ethereum as a settlement layer. Polygon Labs has also contributed to the core development of several widely-adopted scaling protocols and tools for launching blockchains, including Agglayer CDK, Polygon PoS & Kat",Chethan,,https://jobs.ashbyhq.com/polygon-labs/073fadd4-c5db-43d7-9daa-2f1343ea8e92,https://api.ashbyhq.com/posting-api/job-board/polygon-labs?includeCompensation=true,2025-12-19
Polygon,https://polygon.technology/,Ashby,Social Content Lead,Dubai - Remote,Contract,,"ABOUT POLYGON LABS

Polygon Labs is a software development company building and developing a network of aggregated blockchains via the Agglayer, secured by Ethereum. As public infrastructure, the Agglayer will bring together user bases and liquidity for any connected chain, and leverage Ethereum as a settlement layer. Polygon Labs has also contributed to the core development of several widely-adopted scaling protocols and tools for launching blockchains, including Agglayer CDK, Polygon PoS & Kat",Chethan,,https://jobs.ashbyhq.com/polygon-labs/1918025e-d5c3-4746-b7f8-4470c3f055d2,https://api.ashbyhq.com/posting-api/job-board/polygon-labs?includeCompensation=true,2025-12-19
Polygon,https://polygon.technology/,Ashby,Director of Infrastructure BD,Remote,FullTime,,"ABOUT POLYGON LABS

Polygon Labs is a software development company building and developing a network of aggregated blockchains via the Agglayer, secured by Ethereum. As public infrastructure, the Agglayer will bring together user bases and liquidity for any connected chain, and leverage Ethereum as a settlement layer. Polygon Labs has also contributed to the core development of several widely-adopted scaling protocols and tools for launching blockchains, including Agglayer CDK, Polygon PoS & Kat",Chethan,,https://jobs.ashbyhq.com/polygon-labs/6b06828e-ebd1-4b15-8bff-269944fe4941,https://api.ashbyhq.com/posting-api/job-board/polygon-labs?includeCompensation=true,2025-12-19
Ritual,https://ritual.net/,Greenhouse,Controller,Remote,,,,Stef,,https://job-boards.greenhouse.io/ritual/jobs/4981486007,https://boards-api.greenhouse.io/v1/boards/ritual/jobs,2025-12-19
Ritual,https://ritual.net/,Greenhouse,Core Protocol Engineer,Remote,,,,Stef,,https://job-boards.greenhouse.io/ritual/jobs/4614221007,https://boards-api.greenhouse.io/v1/boards/ritual/jobs,2025-12-19
Ritual,https://ritual.net/,Greenhouse,Developer Experience Engineer,Remote,,,,Stef,,https://job-boards.greenhouse.io/ritual/jobs/4614247007,https://boards-api.greenhouse.io/v1/boards/ritual/jobs,2025-12-19
Ritual,https://ritual.net/,Greenhouse,Distributed Systems Engineer,Remote,,,,Stef,,https://job-boards.greenhouse.io/ritual/jobs/4609616007,https://boards-api.greenhouse.io/v1/boards/ritual/jobs,2025-12-19
Ritual,https://ritual.net/,Greenhouse,Don't see a role that fits?,Remote,,,,Stef,,https://job-boards.greenhouse.io/ritual/jobs/4135918007,https://boards-api.greenhouse.io/v1/boards/ritual/jobs,2025-12-19
Ritual,https://ritual.net/,Greenhouse,Ecosystem Engineer,Remote,,,,Stef,,https://job-boards.greenhouse.io/ritual/jobs/4614234007,https://boards-api.greenhouse.io/v1/boards/ritual/jobs,2025-12-19
Ritual,https://ritual.net/,Greenhouse,Frontend Engineer,Remote,,,,Stef,,https://job-boards.greenhouse.io/ritual/jobs/4083940007,https://boards-api.greenhouse.io/v1/boards/ritual/jobs,2025-12-19
Ritual,https://ritual.net/,Greenhouse,Growth Engineer,Remote,,,,Stef,,https://job-boards.greenhouse.io/ritual/jobs/4324604007,https://boards-api.greenhouse.io/v1/boards/ritual/jobs,2025-12-19
Ritual,https://ritual.net/,Greenhouse,Legal Counsel,Remote,,,,Stef,,https://job-boards.greenhouse.io/ritual/jobs/4635587007,https://boards-api.greenhouse.io/v1/boards/ritual/jobs,2025-12-19
Ritual,https://ritual.net/,Greenhouse,Machine Learning Engineer,Remote,,,,Stef,,https://job-boards.greenhouse.io/ritual/jobs/4029531007,https://boards-api.greenhouse.io/v1/boards/ritual/jobs,2025-12-19
Ritual,https://ritual.net/,Greenhouse,Research Intern,Remote,,,,Stef,,https://job-boards.greenhouse.io/ritual/jobs/4358496007,https://boards-api.greenhouse.io/v1/boards/ritual/jobs,2025-12-19
Ritual,https://ritual.net/,Greenhouse,Smart Contract Engineer,Remote,,,,Stef,,https://job-boards.greenhouse.io/ritual/jobs/4135728007,https://boards-api.greenhouse.io/v1/boards/ritual/jobs,2025-12-19
Ritual,https://ritual.net/,Greenhouse,Software Engineer Intern,Remote,,,,Stef,,https://job-boards.greenhouse.io/ritual/jobs/4068271007,https://boards-api.greenhouse.io/v1/boards/ritual/jobs,2025-12-19
Ritual,https://ritual.net/,Greenhouse,TEE Specialist,Remote,,,,Stef,,https://job-boards.greenhouse.io/ritual/jobs/4614256007,https://boards-api.greenhouse.io/v1/boards/ritual/jobs,2025-12-19
Ritual,https://ritual.net/,Greenhouse,Validator Engineer,Remote,,,,Stef,,https://job-boards.greenhouse.io/ritual/jobs/4815356007,https://boards-api.greenhouse.io/v1/boards/ritual/jobs,2025-12-19
Sei Labs,https://www.sei.io/,Lever,Corporate / Commercial Counsel,New York City,,,"About SeiSei Labs builds open sourced technology for the high-performance Sei Blockchain, the first parallelized EVM Layer 1 blockchain designed to scale with the industry. The unique optimizations built into Sei enable Web3 applications to reach Web2 level scale and performance, driving the mass adoption of digital assets.The Sei Labs team is comprised of former Robinhood, Nvidia, Google, Databricks etc. veterans dedicated to onboarding the next billion users onto a vibrant ecosystem of applica",Clinton,,https://jobs.lever.co/SeiLabs/2757f247-43ec-47d4-825e-c32c6e82cff9,https://api.lever.co/v0/postings/SeiLabs,2025-12-19
Sei Labs,https://www.sei.io/,Lever,Deputy General Counsel,New York City,,,"About SeiSei Labs builds open sourced technology for the high-performance Sei Blockchain, the first parallelized EVM Layer 1 blockchain designed to scale with the industry. The unique optimizations built into Sei enable Web3 applications to reach Web2 level scale and performance, driving the mass adoption of digital assets.The Sei Labs team is comprised of former Robinhood, Nvidia, Google, Databricks etc. veterans dedicated to onboarding the next billion users onto a vibrant ecosystem of applica",Clinton,,https://jobs.lever.co/SeiLabs/3f14b79d-5266-4b8a-afc6-220efa153450,https://api.lever.co/v0/postings/SeiLabs,2025-12-19
Sei Labs,https://www.sei.io/,Lever,Research Scientist,Remote / New York,,,"About SeiSei Labs builds open sourced technology for the high-performance Sei Blockchain, the first parallelized EVM Layer 1 blockchain designed to scale with the industry. The unique optimizations built into Sei enable Web3 applications to reach Web2 level scale and performance, driving the mass adoption of digital assets.The Sei Labs team is comprised of former Google, Goldman Sachs, Robinhood, Nvidia, and Databricks veterans dedicated to onboarding the next billion users onto a vibrant ecosys",Clinton,,https://jobs.lever.co/SeiLabs/a3964396-f6a5-42fd-801f-5610da10915a,https://api.lever.co/v0/postings/SeiLabs,2025-12-19
Sei Labs,https://www.sei.io/,Lever,Senior / Staff Software Engineer - Protocol,Remote / San Francisco,Full Time,,"About SeiSei Labs builds open sourced technology for the high-performance Sei Blockchain, the first parallelized EVM Layer 1 blockchain designed to scale with the industry. The unique optimizations built into Sei enable Web3 applications to reach Web2 level scale and performance, driving the mass adoption of digital assets.Our teams are comprised of former Google, Goldman Sachs, Robinhood, Nvidia, and Databricks veterans dedicated to onboarding the next billion users onto a vibrant ecosystem of ",Clinton,,https://jobs.lever.co/SeiLabs/0b041f05-76e9-48c3-adee-0fac0491fd40,https://api.lever.co/v0/postings/SeiLabs,2025-12-19
Sei Labs,https://www.sei.io/,Lever,Software Engineer - Backend + Solidity,Remote / New York,Full Time,,"About SeiSei Labs builds open sourced technology for the high-performance Sei Blockchain, the first parallelized EVM Layer 1 blockchain designed to scale with the industry. The unique optimizations built into Sei enable Web3 applications to reach Web2 level scale and performance, driving the mass adoption of digital assets.Our teams are comprised of former Google, Goldman Sachs, Robinhood, Nvidia, and Databricks veterans dedicated to onboarding the next billion users onto a vibrant ecosystem of ",Clinton,,https://jobs.lever.co/SeiLabs/7a791c3f-ffee-4ed0-9fe7-faa623ccd94b,https://api.lever.co/v0/postings/SeiLabs,2025-12-19
Sei Labs,https://www.sei.io/,Lever,Software Engineer - Fullstack (Web3 dApp Development),Remote / New York,Full Time,,"About SeiSei Labs builds open sourced technology for the high-performance Sei Blockchain, the first parallelized EVM Layer 1 blockchain designed to scale with the industry. The unique optimizations built into Sei enable Web3 applications to reach Web2 level scale and performance, driving the mass adoption of digital assets.Our teams are comprised of former Google, Goldman Sachs, Robinhood, Nvidia, and Databricks veterans dedicated to onboarding the next billion users onto a vibrant ecosystem of ",Clinton,,https://jobs.lever.co/SeiLabs/6d134bbf-ba90-4463-b8c8-9a7c3f357cb6,https://api.lever.co/v0/postings/SeiLabs,2025-12-19
Sei Labs,https://www.sei.io/,Lever,Solutions Engineer - Web3,Remote / Asia,,,"About Sei LabsSei Labs builds open sourced technology for the high-performance Sei Blockchain, the first parallelized EVM Layer 1 blockchain designed to scale with the industry. The unique optimizations built into Sei enable Web3 applications to reach Web2 level scale and performance, driving the mass adoption of digital assets.The Sei Labs team is comprised of former Robinhood, Nvidia, Google, Databricks etc. veterans dedicated to onboarding the next billion users onto a vibrant ecosystem of ap",Clinton,,https://jobs.lever.co/SeiLabs/c4aeab06-c677-4100-9ab0-c82caa17277d,https://api.lever.co/v0/postings/SeiLabs,2025-12-19
Sei Labs,https://www.sei.io/,Lever,Technical Program Manager,New York City,Full Time,,"About SeiSei Labs builds open sourced technology for the high-performance Sei Blockchain, the first parallelized EVM Layer 1 blockchain designed to scale with the industry. The unique optimizations built into Sei enable Web3 applications to reach Web2 level scale and performance, driving the mass adoption of digital assets.The Sei Labs team is comprised of former Google, Goldman Sachs, Robinhood, Nvidia, and Databricks veterans dedicated to onboarding the next billion users onto a vibrant ecosys",Clinton,,https://jobs.lever.co/SeiLabs/4cc43086-edc2-4eb3-aa13-c2da893a0583,https://api.lever.co/v0/postings/SeiLabs,2025-12-19
Wintermute,https://www.wintermute.com/,Lever,Algorithmic Trader,London,Full-time,,"About WintermuteWintermute is one of the largest crypto-native algorithmic trading companies in digital assets. We provide liquidity algorithmically across most cryptocurrency exchanges and trading platforms, a broad range of OTC trading solutions as well as support high profile blockchain projects and traditional financial institutions moving into crypto. We actively participate in the development of the blockchain ecosystem through investments, partnerships, and incubation of projects.Wintermu",Ishaq Namajee,,https://jobs.lever.co/wintermute-trading/b14e6e12-1f39-41b8-a3ed-8b02ac8b1464,https://api.lever.co/v0/postings/wintermute-trading,2025-12-19
Wintermute,https://www.wintermute.com/,Lever,Algorithmic Trading Internship (Summer 2026),London,Full-time,,"About Wintermute Wintermute is one of the largest crypto-native algorithmic trading companies in digital assets. We provide liquidity algorithmically across most cryptocurrency exchanges and trading platforms, a broad range of OTC trading solutions as well as support high profile blockchain projects and traditional financial institutions moving into crypto. We actively participate in the development of the blockchain ecosystem through investments, partnerships, and incubation of projects.Winterm",Ishaq Namajee,,https://jobs.lever.co/wintermute-trading/9ea53f8c-f7bf-4aec-89ea-3ba622645404,https://api.lever.co/v0/postings/wintermute-trading,2025-12-19
Wintermute,https://www.wintermute.com/,Lever,Business Development & Partnerships Associate,London,Full-time,,"About WintermuteWintermute is a technology unicorn and one of the leading global players in the digital asset markets. Wintermute is the largest crypto-native algorithmic trading company providing liquidity across all major exchanges and trading platforms. Our OTC desk offers a wide range of spot and derivatives products and supports over 2,000 counterparties across crypto natives and traditional financial institutions. We actively participate in the development of the blockchain ecosystem by be",Ishaq Namajee,,https://jobs.lever.co/wintermute-trading/8c04088f-1320-47c7-bc70-3eab01c12e17,https://api.lever.co/v0/postings/wintermute-trading,2025-12-19
Wintermute,https://www.wintermute.com/,Lever,Business Development & Partnerships Director,New York,Full-time,,"About WintermuteWintermute is a technology unicorn and one of the leading global players in the digital asset markets. Wintermute is the largest  crypto-native algorithmic trading company providing liquidity across all major exchanges and trading platforms. . Our OTC desk offers a wide range of spot and derivatives products and supports over 2,000 counterparties across crypto natives and traditional financial institutions. We actively participate in the development of the blockchain ecosystem by",Ishaq Namajee,,https://jobs.lever.co/wintermute-trading/d864dd5c-4c3b-454b-8b82-4146d1a46edd,https://api.lever.co/v0/postings/wintermute-trading,2025-12-19
Wintermute,https://www.wintermute.com/,Lever,Business Development & Partnerships Manager,New York,Full-time,,"About WintermuteWintermute is a technology unicorn and one of the leading global players in the digital asset markets. Wintermute is the largest  crypto-native algorithmic trading company providing liquidity across all major exchanges and trading platforms. . Our OTC desk offers a wide range of spot and derivatives products and supports over 2,000 counterparties across crypto natives and traditional financial institutions. . We actively participate in the development of the blockchain ecosystem ",Ishaq Namajee,,https://jobs.lever.co/wintermute-trading/8180fa60-4020-45e2-931c-dc55243b1c12,https://api.lever.co/v0/postings/wintermute-trading,2025-12-19
Wintermute,https://www.wintermute.com/,Lever,C++ Quant Developer,London,Full-time,,"About WintermuteWintermute is one of the largest crypto-native algorithmic trading companies in digital assets. We provide liquidity algorithmically across most cryptocurrency exchanges and trading platforms, a broad range of OTC trading solutions as well as support high profile blockchain projects and traditional financial institutions moving into crypto. Wintermute also has a Wintermute Ventures arm that invests in early stage DeFi projects. Wintermute was founded in 2017 by industry leaders a",Ishaq Namajee,,https://jobs.lever.co/wintermute-trading/4cab7a75-4304-4590-90c5-6755dbd97d36,https://api.lever.co/v0/postings/wintermute-trading,2025-12-19
Wintermute,https://www.wintermute.com/,Lever,C++ Quant Developer - Options,London,Full-time,,"About WintermuteWintermute is one of the largest crypto-native algorithmic trading companies in digital assets. We provide liquidity algorithmically across most cryptocurrency exchanges and trading platforms, a broad range of OTC trading solutions as well as support high profile blockchain projects and traditional financial institutions moving into crypto. Wintermute also has a Wintermute Ventures arm that invests in early stage DeFi projects. Wintermute was founded in 2017 by industry leaders a",Ishaq Namajee,,https://jobs.lever.co/wintermute-trading/89c2714e-7748-42ab-a03c-36fc821f7362,https://api.lever.co/v0/postings/wintermute-trading,2025-12-19
Wintermute,https://www.wintermute.com/,Lever,C++ Trading Platform Developer,London,Full-time,,"About WintermuteWintermute is one of the largest crypto-native algorithmic trading companies in digital assets. We provide liquidity algorithmically across most cryptocurrency exchanges and trading platforms, a broad range of OTC trading solutions as well as support high profile blockchain projects and traditional financial institutions moving into crypto. Wintermute also has a Wintermute Ventures arm that invests in early stage DeFi projects. Wintermute was founded in 2017 by industry leaders a",Ishaq Namajee,,https://jobs.lever.co/wintermute-trading/8c31337e-9989-4cf2-9cab-e876cbc96f10,https://api.lever.co/v0/postings/wintermute-trading,2025-12-19
Wintermute,https://www.wintermute.com/,Lever,Core Developer (Python),London,Full-time,,"About WintermuteWintermute is one of the largest crypto-native algorithmic trading companies in digital assets. We provide liquidity algorithmically across most cryptocurrency exchanges and trading platforms, a broad range of OTC trading solutions as well as support high profile blockchain projects and traditional financial institutions moving into crypto. Wintermute also has a Wintermute Ventures arm that invests in early stage DeFi projects. Wintermute was founded in 2017 by industry leaders a",Ishaq Namajee,,https://jobs.lever.co/wintermute-trading/d059ea72-e3d2-42ce-bbb3-d47531e0c933,https://api.lever.co/v0/postings/wintermute-trading,2025-12-19
Wintermute,https://www.wintermute.com/,Lever,Graduate Algorithmic Trader 2026,London,Full-time,,"About Wintermute Wintermute is one of the largest crypto-native algorithmic trading companies in digital assets. We provide liquidity algorithmically across most cryptocurrency exchanges and trading platforms, a broad range of OTC trading solutions as well as support high profile blockchain projects and traditional financial institutions moving into crypto. We actively participate in the development of the blockchain ecosystem through investments, partnerships, and incubation of projects.Winterm",Ishaq Namajee,,https://jobs.lever.co/wintermute-trading/06eb85da-c5b3-4e49-a906-8ac0f3452517,https://api.lever.co/v0/postings/wintermute-trading,2025-12-19
Wintermute,https://www.wintermute.com/,Lever,Graduate DeFi Algorithmic Trader,London / Singapore,Full-time,,"About WintermuteWintermute is one of the largest crypto-native algorithmic trading companies in digital assets. We provide liquidity algorithmically across most cryptocurrency exchanges and trading platforms, a broad range of OTC trading products as well as support high profile blockchain projects and traditional financial institutions moving into crypto. We actively participate in the development of the blockchain ecosystem through investments, partnerships, and incubation of projects. Wintermu",Ishaq Namajee,,https://jobs.lever.co/wintermute-trading/ab93223c-daee-4b0c-8797-cb9a77f32391,https://api.lever.co/v0/postings/wintermute-trading,2025-12-19
Wintermute,https://www.wintermute.com/,Lever,Graduate Quant Researcher,London,Full-time,,"About Wintermute Wintermute is one of the largest crypto native algorithmic trading companies in digital assets. We provide liquidity across most cryptocurrency exchanges and trading platforms, a broad range of OTC trading solutions as well as support high profile blockchain projects and traditional financial institutions moving into crypto. Wintermute also has a Wintermute Ventures arm that invests in early stage DeFi projects. Wintermute was founded in 2017 and has successfully navigated indus",Ishaq Namajee,,https://jobs.lever.co/wintermute-trading/616070e7-e6bf-4668-acd8-b20452b16c7b,https://api.lever.co/v0/postings/wintermute-trading,2025-12-19
Wintermute,https://www.wintermute.com/,Lever,HR Operations Manager,London,Full-time,,"About Wintermute Wintermute is a technology unicorn and one of the leading global players in the digital asset markets. Wintermute is the largest crypto-native algorithmic trading company providing liquidity across all major exchanges and trading platforms. Our OTC desk offers a wide range of spot and derivatives products and supports over 2,000 counterparties across crypto natives and traditional financial institutions. We actively participate in the development of the blockchain ecosystem by b",Ishaq Namajee,,https://jobs.lever.co/wintermute-trading/d95ae71d-831e-45b5-8976-23f4c33dbdac,https://api.lever.co/v0/postings/wintermute-trading,2025-12-19
Wintermute,https://www.wintermute.com/,Lever,Human Resource Lead,London,Full-time,,"About WintermuteWintermute is a technology unicorn and one of the leading global players in the digital asset markets. Wintermute is the largest crypto-native algorithmic trading company providing liquidity across all major exchanges and trading platforms. Our OTC desk offers a wide range of spot and derivatives products and supports over 2,000 counterparties across crypto natives and traditional financial institutions. We actively participate in the development of the blockchain ecosystem by be",Ishaq Namajee,,https://jobs.lever.co/wintermute-trading/e40fa582-17a0-4186-b117-38d48aefe56e,https://api.lever.co/v0/postings/wintermute-trading,2025-12-19
Wintermute,https://www.wintermute.com/,Lever,Infrastructure Support Engineer,London,Full-time,,"About WintermuteWintermute is one of the largest crypto-native algorithmic trading companies in digital assets. We provide liquidity algorithmically across most cryptocurrency exchanges and trading platforms, a broad range of OTC trading solutions as well as support high profile blockchain projects and traditional financial institutions moving into crypto. Wintermute also has a Wintermute Ventures arm that invests in early stage DeFi projects. Wintermute was founded in 2017 by industry leaders a",Ishaq Namajee,,https://jobs.lever.co/wintermute-trading/d59507d5-3a38-4d3a-b25e-9b39c89279fa,https://api.lever.co/v0/postings/wintermute-trading,2025-12-19
Wintermute,https://www.wintermute.com/,Lever,Investment Associate (with focus on Liquid Strategies),New York,Full-time,,"About WintermuteWintermute is one of the largest crypto native algorithmic trading companies in digital assets. We provide liquidity across most cryptocurrency exchanges and trading platforms, a broad range of OTC trading solutions as well as support high profile blockchain projects and traditional financial institutions moving into crypto. Wintermute also has a Wintermute Ventures arm that invests in early stage DeFi projects. Wintermute was founded in 2017 and has successfully navigated indust",Ishaq Namajee,,https://jobs.lever.co/wintermute-trading/8dd577b2-ebfc-4f3c-b4ad-097c08ae7273,https://api.lever.co/v0/postings/wintermute-trading,2025-12-19
Wintermute,https://www.wintermute.com/,Lever,Machine Learning Researcher,London,Full-time,,"About Wintermute Wintermute is one of the largest crypto native algorithmic trading companies in digital assets. We provide liquidity across most cryptocurrency exchanges and trading platforms, a broad range of OTC trading solutions as well as support high profile blockchain projects and traditional financial institutions moving into crypto. Wintermute also has a Wintermute Ventures arm that invests in early stage DeFi projects. Wintermute was founded in 2017 and has successfully navigated indus",Ishaq Namajee,,https://jobs.lever.co/wintermute-trading/a37ce8fb-afc7-4ede-ae93-ca1395228cda,https://api.lever.co/v0/postings/wintermute-trading,2025-12-19
Wintermute,https://www.wintermute.com/,Lever,Onboarding Specialist (UK),London,Full-time,,"About Wintermute Wintermute is a technology unicorn and one of the leading global players in the digital asset markets. Wintermute is the largest crypto-native algorithmic trading company providing liquidity across all major exchanges and trading platforms. Our OTC desk offers a wide range of spot and derivatives products and supports over 2,000 counterparties across crypto natives and traditional financial institutions. We actively participate in the development of the blockchain ecosystem by b",Ishaq Namajee,,https://jobs.lever.co/wintermute-trading/15e9bbca-4d25-433e-af05-71d8a44daeee,https://api.lever.co/v0/postings/wintermute-trading,2025-12-19
Wintermute,https://www.wintermute.com/,Lever,Onboarding Specialist (US),New York,Full-time,,"About Wintermute Wintermute is a technology unicorn and one of the leading global players in the digital asset markets. Wintermute is the largest crypto-native algorithmic trading company providing liquidity across all major exchanges and trading platforms. Our OTC desk offers a wide range of spot and derivatives products and supports over 2,000 counterparties across crypto natives and traditional financial institutions. We actively participate in the development of the blockchain ecosystem by b",Ishaq Namajee,,https://jobs.lever.co/wintermute-trading/cce4c365-9381-4c19-b339-fe39383c937d,https://api.lever.co/v0/postings/wintermute-trading,2025-12-19
Wintermute,https://www.wintermute.com/,Lever,Product Manager,London/New York,Full-time,,"About Wintermute Wintermute is a technology unicorn and one of the leading global players in the digital asset markets. Wintermute is the largest crypto-native algorithmic trading company providing liquidity across all major exchanges and trading platforms. Our OTC desk offers a wide range of spot and derivatives products and supports over 2,000 counterparties across crypto natives and traditional financial institutions. We actively participate in the development of the blockchain ecosystem by b",Ishaq Namajee,,https://jobs.lever.co/wintermute-trading/cc1ae0c6-7e19-4aa3-95aa-0d109b10edda,https://api.lever.co/v0/postings/wintermute-trading,2025-12-19
Wintermute,https://www.wintermute.com/,Lever,Quant Researcher (MFT Focus),London,Full-time,,"About Wintermute Wintermute is one of the largest crypto native algorithmic trading companies in digital assets. We provide liquidity across most cryptocurrency exchanges and trading platforms, a broad range of OTC trading solutions as well as support high profile blockchain projects and traditional financial institutions moving into crypto. Wintermute also has a Wintermute Ventures arm that invests in early stage DeFi projects. Wintermute was founded in 2017 and has successfully navigated indus",Ishaq Namajee,,https://jobs.lever.co/wintermute-trading/0874ca9b-7c02-4364-bb78-b7b04272351e,https://api.lever.co/v0/postings/wintermute-trading,2025-12-19
Wintermute,https://www.wintermute.com/,Lever,Senior Designer / Design Lead,London/ New York/ Remote,Full-time,,"About WintermuteWintermute is a technology unicorn and one of the leading global players in digital asset markets. As the largest crypto-native algorithmic trading firm, Wintermute provides liquidity across all major exchanges and trading platforms. Our OTC desk offers an extensive range of spot and derivatives products, serving over 2,000 counterparties, including both crypto-native and traditional financial institutions.Beyond trading, Wintermute actively contributes to the growth and developm",Ishaq Namajee,,https://jobs.lever.co/wintermute-trading/0b6eedfd-219b-4610-b4f8-09aed9d02380,https://api.lever.co/v0/postings/wintermute-trading,2025-12-19
Wintermute,https://www.wintermute.com/,Lever,Strategy & Operations Associate,London,Full-time,,"About WintermuteWintermute is a technology unicorn and one of the leading global players in the digital asset markets. Wintermute is the largest crypto-native algorithmic trading company providing liquidity across all major exchanges and trading platforms. Our OTC desk offers a wide range of spot and derivatives products and supports over 2,000 counterparties across crypto natives and traditional financial institutions. We actively participate in the development of the blockchain ecosystem by be",Ishaq Namajee,,https://jobs.lever.co/wintermute-trading/847a0e8f-452c-4acd-8fa1-4b9bd0e7cb55,https://api.lever.co/v0/postings/wintermute-trading,2025-12-19
Zerion,https://zerion.io/,Lever,Brand Designer,Europe,Fully Remote,,"Zerion is looking for a creative and detail-oriented Brand Designer to define and elevate our visual identity across our entire product ecosystem — from Zerion Wallet to Zerion API. You will shape how millions of users and partners perceive Zerion, creating cohesive, modern visuals across web, social, and product touchpoints.Supported by our Marketing Lead, you’ll own end-to-end brand design and collaborate closely with cross-functional teams to strengthen and continually evolve our visual ident",Alina Kashyeva,,https://jobs.lever.co/zerion/7a77465c-fc86-4ca3-917e-b2b6d1268229,https://api.lever.co/v0/postings/zerion,2025-12-19
AAVE,https://aave.com/,Lever,Staff DevOps Engineer,Singapore,Full-time,,"About usAave Labs builds innovative products leveraging blockchain technologies. Aave Labs' suite includes the Aave app, unleashing the Aave Protocol and its native stablecoin GHO, Lens, an open social network, and Family, a design-first mobile crypto wallet. Our vision is to build a people-powered internet that benefits all.Our cultureHaving cultivated a thriving, collaborative culture, our team is kind, welcoming and passionate about what we are building. We celebrate differences and seek to d",Muna,,https://jobs.eu.lever.co/aavelabs/247defe5-b696-48ea-a6b1-123376a4a24d,https://api.eu.lever.co/v0/postings/aavelabs,2025-12-19
AAVE,https://aave.com/,Lever,Staff React Native Engineer,"Remote, US",Full-time,,"About usAave Labs builds innovative products leveraging blockchain technologies. Aave Labs' suite includes the Aave app, unleashing the Aave Protocol and its native stablecoin GHO, Lens, an open social network, and Family, a design-first mobile crypto wallet. Our vision is to build a people-powered internet that benefits all.Our cultureHaving cultivated a thriving, collaborative culture, our team is kind, welcoming and passionate about what we are building. We celebrate differences and seek to d",Muna,,https://jobs.eu.lever.co/aavelabs/5924b2b5-aee2-4077-b323-3d678fe21711,https://api.eu.lever.co/v0/postings/aavelabs,2025-12-19
Bebob,https://bebop.xyz/,Lever,Associate Financial Controller,London,Full-time,,"About Wintermute  Wintermute is one of the largest crypto-native algorithmic trading companies in digital assets. We provide liquidity algorithmically across most cryptocurrency exchanges and trading platforms, a broad range of OTC trading products as well as support high profile blockchain projects and traditional financial institutions moving into crypto. We actively participate in the development of the blockchain ecosystem through investments, partnerships, and incubation of projects. Winter",Ishaq Namajee,,https://jobs.lever.co/wintermute-trading/3a35f0e0-ec97-43ea-8381-98abcd61b753,https://api.lever.co/v0/postings/wintermute-trading,2025-12-19
Bebob,https://bebop.xyz/,Lever,Business Development Associate,New York,Full-time,,"About WintermuteWintermute is a technology unicorn and one of the leading global players in the digital asset markets. Wintermute is the largest  crypto-native algorithmic trading company providing liquidity across all major exchanges and trading platforms. . Our OTC desk offers a wide range of spot and derivatives products and supports over 2,000 counterparties across crypto natives and traditional financial institutions. We actively participate in the development of the blockchain ecosystem by",Ishaq Namajee,,https://jobs.lever.co/wintermute-trading/9ab5568f-b368-4021-9676-d363a649def1,https://api.lever.co/v0/postings/wintermute-trading,2025-12-19
Bebob,https://bebop.xyz/,Lever,DeFi Algorithmic Trader,London,Full-time,,"About WintermuteWintermute is one of the largest crypto-native algorithmic trading companies in digital assets. We provide liquidity algorithmically across most cryptocurrency exchanges and trading platforms, a broad range of OTC trading products as well as support high profile blockchain projects and traditional financial institutions moving into crypto. We actively participate in the development of the blockchain ecosystem through investments, partnerships, and incubation of projects. Wintermu",Ishaq Namajee,,https://jobs.lever.co/wintermute-trading/5cccf004-c190-487d-84d8-e4d8fee97b77,https://api.lever.co/v0/postings/wintermute-trading,2025-12-19
Bebob,https://bebop.xyz/,Lever,DeFi Algorithmic Trading Internship,London/New York,Full-time,,"About WintermuteWintermute is one of the largest crypto-native algorithmic trading companies in digital assets. We provide liquidity algorithmically across most cryptocurrency exchanges and trading platforms, a broad range of OTC trading products as well as support high profile blockchain projects and traditional financial institutions moving into crypto. We actively participate in the development of the blockchain ecosystem through investments, partnerships, and incubation of projects. Wintermu",Ishaq Namajee,,https://jobs.lever.co/wintermute-trading/26c45d48-38d0-43a0-a85f-8591753f392d,https://api.lever.co/v0/postings/wintermute-trading,2025-12-19
